case_id,hsa-mir-155,hsa-mir-146a,hsa-mir-21,hsa-mir-150,hsa-mir-125b-1,hsa-mir-125b-2,hsa-mir-200c,hsa-mir-200a,hsa-mir-200b,hsa-mir-34a,hsa-mir-23a,hsa-mir-23b,hsa-mir-27a,hsa-mir-27b,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-10a,hsa-mir-10b,hsa-mir-126,hsa-mir-181a-1,hsa-mir-181a-2,hsa-mir-181b-1,hsa-mir-181b-2,hsa-mir-100,hsa-mir-101-1,hsa-mir-101-2,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-20a,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-124-1,hsa-mir-124-2,hsa-mir-124-3,hsa-mir-223,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-1,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,num_patches,file
TCGA-OR-A5K8,4.8938,2.3974,16.0188,4.8534,9.3218,2.5668,3.5037,0.2193,0.8646,9.2297,11.7966,8.4281,9.0213,8.1942,12.9066,9.0728,9.1301,10.7791,14.6093,17.9623,11.3452,11.8731,10.0365,8.9031,4.0528,9.7025,13.5522,6.3213,12.9566,13.953,12.9594,12.1595,8.6636,9.6706,12.1488,5.7291,14.2786,8.2055,1.3089,4.3012,2.8557,6.0871,7.4116,8.3634,11.9896,0.5777,0.2193,0.0,4.095,12.6636,8.6058,0.8646,9.3054,12.7538,13.6311,1385.0,TCGA-OR-A5K8.pt
TCGA-OR-A5K9,4.7014,2.1515,15.5478,2.8474,9.0456,4.8116,1.6162,1.3822,0.545,8.66,11.7804,8.1404,10.482,8.4402,11.8336,7.6701,7.8912,9.4382,14.6047,18.0098,10.8346,12.2598,9.7437,10.1164,4.9466,7.3328,12.2696,5.2721,13.6142,14.6131,13.6128,14.1221,12.14,9.3373,11.9985,5.7917,14.3032,8.159,2.0749,4.0337,2.483,5.9923,6.7296,8.1832,12.0785,0.0,0.0,0.0,4.1687,11.8346,8.4844,0.9397,9.0004,12.854,13.1004,No WSI Data,No WSI Data
TCGA-OR-A5KO,6.0902,2.1695,16.227,4.1917,7.7055,2.4258,2.6434,1.459,1.3395,7.6594,11.3879,9.1586,9.2479,8.7852,12.0549,8.7327,8.7577,9.3807,15.0658,17.1646,11.4898,11.2343,10.0516,8.2911,3.9063,9.628,12.8064,6.6972,14.1529,15.1444,14.1482,13.8973,9.5863,10.0432,12.818,6.5569,15.1609,8.3913,2.0219,4.3393,2.3658,6.0287,7.3236,9.0135,12.2579,0.2853,0.0,0.0,5.699,12.6598,8.8624,1.2091,9.5497,13.4711,13.052,No WSI Data,No WSI Data
TCGA-OR-A5KT,7.512,3.5111,16.6127,9.0028,9.6115,4.1117,4.0274,0.6679,1.1227,9.1255,12.1878,9.5663,9.6714,9.4464,12.6465,10.0625,10.1986,11.7856,14.835,17.1067,13.4525,11.9004,8.8957,10.1605,4.4593,9.1841,13.6741,6.2171,13.6521,14.6504,13.6543,14.3551,10.3282,9.7894,11.4562,6.1786,14.1824,8.6592,1.6593,4.7286,2.9023,6.3653,7.8964,9.3633,13.1776,0.0,0.0,0.0,7.6537,13.8415,8.7243,1.3617,10.1672,12.3765,14.2015,No WSI Data,No WSI Data
TCGA-OR-A5KU,9.8725,2.9225,18.1066,5.1242,9.4141,3.1282,3.9738,0.8273,0.4721,9.4324,10.6074,7.5047,9.9524,8.5552,13.4653,10.1337,10.2273,11.9659,13.4476,16.963,11.8756,9.9656,8.2459,7.6797,3.221,10.6755,12.2388,5.4135,11.9338,12.9232,11.9416,12.715,8.3919,8.8302,11.2674,5.2021,13.0067,7.2275,2.8852,3.9009,0.9767,5.9218,6.6287,7.2607,11.3614,0.2553,0.2553,0.0,6.9466,12.5574,9.3914,0.0,9.2024,11.9462,12.59,No WSI Data,No WSI Data
TCGA-OR-A5KV,5.214,1.4117,15.4477,4.6242,7.3842,3.2806,1.167,2.768,3.1518,8.7739,11.5194,7.8281,9.0267,7.7907,11.7907,9.5915,9.8107,10.9503,14.0266,15.4037,11.7827,10.9342,7.402,8.6118,3.9179,8.728,12.3441,4.8693,13.9258,14.9317,13.9551,13.6786,10.1628,10.1696,12.6389,6.2187,14.9997,7.569,1.8036,3.75,2.1114,5.23,6.3712,6.9479,10.9342,2.768,1.4117,2.2437,5.5947,13.1347,6.8318,1.6209,9.656,12.1406,13.6485,No WSI Data,No WSI Data
TCGA-OR-A5KW,5.1256,1.3154,14.993,4.1861,9.2087,3.3594,4.8224,0.5814,0.9946,8.8035,11.2636,7.477,9.2442,7.4197,12.0332,9.0317,9.2043,10.9444,13.0974,17.6816,10.854,10.8454,9.65,8.4622,3.0202,9.2536,12.3233,5.5693,13.2192,14.2164,13.2365,13.2322,10.0852,9.0198,13.3689,5.9161,14.1507,7.7228,2.1071,3.9284,1.9919,5.6284,6.1082,7.678,12.0298,0.2208,0.2208,0.0,5.0192,12.4979,8.3357,0.9946,8.7205,13.4084,12.7832,No WSI Data,No WSI Data
TCGA-OR-A5KX,4.0568,2.1409,14.1215,4.2491,4.2769,0.5309,4.9793,0.2897,0.0,7.1841,7.7667,7.7814,6.6929,7.9247,10.5431,7.8083,8.1702,9.9248,13.285,16.4618,11.0054,11.0132,7.5146,9.2156,4.9588,4.1135,11.3712,5.0713,12.168,13.1519,12.1967,12.5505,6.8978,9.4152,11.0084,4.3043,12.5876,7.1248,2.4458,3.171,1.1765,5.4883,5.97,7.39,11.4387,0.0,0.0,0.0,4.3986,10.8554,7.6102,0.3747,9.2684,11.2186,12.6167,No WSI Data,No WSI Data
TCGA-OR-A5KY,5.7374,2.644,15.0014,4.6312,8.3834,3.1499,5.0496,1.4322,0.946,5.9684,12.3588,8.4203,10.0294,8.4223,11.1832,8.3476,8.4777,8.5431,15.1721,16.9702,11.3776,10.6755,11.0122,8.7723,4.2295,9.9909,12.4048,5.0018,13.1215,14.1178,13.1522,13.1806,9.342,10.4823,12.2817,5.3843,13.8966,7.4654,1.9182,3.0725,1.976,5.1966,6.4432,6.7069,11.0821,0.2072,0.0,0.2072,4.9948,12.9454,7.7883,1.5125,9.6092,11.7174,13.8644,No WSI Data,No WSI Data
TCGA-OR-A5KZ,5.9383,3.1032,15.7316,5.9919,8.0387,4.7291,4.7291,3.1382,2.7878,7.8286,9.6335,8.6433,8.6712,9.1635,10.8268,6.7847,6.8228,7.3165,13.0462,16.9836,12.3504,10.245,9.3254,8.9592,4.4376,8.0118,10.9765,4.1597,13.3535,14.3496,13.4061,13.2681,11.4151,10.6932,12.0758,6.0935,14.2686,9.42,4.4376,4.7963,3.0673,6.4954,8.5169,8.496,12.4532,0.0,0.0,0.0,6.1417,11.789,8.7532,2.5998,9.534,12.9084,13.2536,No WSI Data,No WSI Data
TCGA-OR-A5L3,5.1654,2.3563,15.7581,6.4517,9.2138,4.2369,2.6991,0.0,0.0,8.783,11.6588,8.3571,9.8881,8.7271,11.7958,9.3286,9.4263,11.6465,15.8832,17.8061,12.5154,10.7182,9.0418,8.2308,3.3313,9.3777,12.8455,4.685,12.6986,13.6839,12.6978,12.5405,10.3879,8.5513,11.3744,5.0624,13.5031,7.2797,1.5474,3.8263,1.0696,5.8058,6.1054,7.2771,11.4967,0.0,0.0,0.0,6.9356,13.7109,8.729,0.8672,9.5946,12.1077,13.474,No WSI Data,No WSI Data
TCGA-OR-A5L4,6.54,3.6652,16.1163,5.5555,9.7102,4.7673,2.6431,0.7786,0.9664,10.229,10.8352,8.435,9.0485,8.262,12.9785,9.1675,9.2552,10.7765,15.0104,16.6331,12.7718,12.233,9.6243,9.2053,5.0109,9.4068,13.3059,6.4166,13.2917,14.2869,13.2985,12.3235,10.9283,10.0523,13.2775,5.2375,14.7027,8.1134,2.3375,4.2929,2.3375,5.4571,7.3939,9.0348,12.3947,1.1325,0.5627,0.5627,6.4406,14.105,7.6687,0.9664,9.6647,12.7455,13.4316,No WSI Data,No WSI Data
TCGA-OR-A5L5,6.0927,5.2643,16.7036,8.0572,10.7309,5.1343,3.6163,0.0,0.7334,9.2445,11.4297,8.5811,9.0838,8.3085,12.4531,9.8563,9.9612,10.9824,14.9948,16.8768,12.5581,11.7696,9.4903,9.1057,3.8661,11.7293,13.382,6.687,13.7893,14.7846,13.8035,13.3225,11.8817,9.7795,12.8282,6.3429,14.6114,7.5457,2.6554,3.7287,1.868,5.7101,6.824,8.0572,11.8612,0.0,0.0,0.7334,7.5225,15.2135,9.2926,0.9955,10.6394,13.5082,14.0355,No WSI Data,No WSI Data
TCGA-OR-A5L6,5.4768,3.8434,18.3682,4.9784,10.4563,5.002,4.3024,1.3567,1.3567,9.3577,10.6122,8.1857,8.345,7.98,11.6425,8.7461,8.9215,10.2485,14.5182,16.3568,11.169,12.5654,9.0765,9.4346,4.6501,11.935,12.5906,6.3266,13.3766,14.3665,13.3707,12.0742,11.4406,9.4787,12.7127,5.8334,14.6115,7.1915,1.9165,3.0199,1.3567,4.7371,6.9619,7.0476,10.3248,0.2307,0.0,0.0,5.0253,12.2095,7.9701,1.3567,9.8499,12.9091,13.4789,No WSI Data,No WSI Data
TCGA-OR-A5L8,3.2949,2.2017,13.5079,4.4824,11.1404,5.2095,2.4513,4.2944,3.9794,9.5685,11.1835,8.8403,9.002,8.7112,12.1543,9.1594,9.4562,11.9937,12.595,18.5024,11.036,10.144,9.6087,7.8364,3.181,10.9699,13.7001,6.5524,14.0573,15.0576,14.0652,13.6822,11.9085,9.0177,12.7653,5.4862,14.5568,7.7878,1.5171,3.5908,1.9926,5.3869,5.9001,7.376,11.3401,0.0,0.0,0.0,4.4663,12.454,8.0041,0.9951,9.2368,13.0331,13.1485,No WSI Data,No WSI Data
TCGA-OR-A5L9,5.9693,4.5848,15.1167,8.485,11.1488,5.4668,2.7097,0.7593,0.3529,7.9591,11.4028,8.2518,9.3249,8.2031,12.5974,9.2058,9.4721,11.3834,15.1568,18.1035,12.2289,11.2177,9.5948,8.8773,3.4743,9.9044,13.4597,6.4343,13.3733,14.3735,13.3994,13.7325,12.0507,9.7634,13.5156,5.8805,13.9776,7.8508,2.8549,3.9966,1.8048,5.5839,6.9432,7.707,12.0946,0.3529,0.3529,0.0,6.3063,13.7764,9.8323,1.4128,10.3856,13.4387,13.9841,No WSI Data,No WSI Data
TCGA-OR-A5LA,6.2834,5.6902,16.3925,8.739,10.3309,4.9464,3.2963,1.4226,0.88,9.3207,11.4016,8.6782,9.5984,8.7678,13.366,10.0152,10.0574,11.1383,14.4678,16.9549,12.6888,12.5039,10.074,10.2061,4.9464,10.6634,13.4653,7.0386,13.4628,14.4617,13.4867,13.5732,11.5211,9.1114,12.2596,6.1575,14.3272,7.7417,2.0536,3.6011,1.816,5.9816,6.6909,7.7849,12.0411,0.0,0.0,0.0,7.1558,14.1821,9.7564,0.88,10.0494,13.9253,13.7434,No WSI Data,No WSI Data
TCGA-OR-A5LB,5.5346,2.7899,16.1485,3.4697,8.2991,3.0789,3.187,0.7288,0.2858,9.0418,9.9333,7.9176,8.0806,8.4055,13.4874,10.2455,10.2497,11.1875,14.7714,17.6045,12.0055,11.1725,9.4921,9.642,4.6747,8.8942,13.3648,5.4648,13.0679,14.0654,13.084,13.2576,9.5246,8.9968,11.2968,5.9724,14.4991,7.5076,1.674,3.8664,2.3056,5.7555,6.8746,7.8507,11.7756,0.0,0.0,0.0,4.3106,13.3918,7.7849,1.2108,9.4885,11.9942,13.5365,No WSI Data,No WSI Data
TCGA-OR-A5LC,5.547,2.1478,16.2294,6.2224,8.3246,2.9325,6.9789,1.1002,0.7539,9.2757,10.9438,7.5539,9.5362,8.2167,12.4451,8.5035,8.5684,10.0607,15.0957,18.2626,11.717,10.7956,9.9432,9.054,4.3375,9.8401,12.2026,4.2006,12.6035,13.5953,12.5933,13.3545,9.785,9.651,11.6095,4.6969,13.2513,9.0054,3.277,4.9421,2.6466,6.5136,7.4368,8.5658,12.7953,0.0,0.0,0.0,5.9877,12.6297,8.1682,1.613,9.2325,12.1605,13.6468,No WSI Data,No WSI Data
TCGA-OR-A5LD,3.1358,1.2884,13.3508,4.7297,7.0708,1.007,2.4135,6.0235,4.9409,8.4687,9.0188,8.0708,7.5892,8.2646,8.2551,4.7453,5.2831,5.7142,11.9719,18.6964,11.3549,10.6367,7.9888,8.7233,3.8204,7.4839,12.2387,5.5944,12.4351,13.4199,12.5002,12.3726,7.1491,11.0514,11.9887,5.2831,13.3066,7.0646,3.5092,3.563,1.2884,5.7989,5.6862,7.389,10.9617,1.2884,0.1944,0.6572,3.1593,13.2785,9.0264,0.7835,10.6094,12.5583,14.1915,No WSI Data,No WSI Data
TCGA-OR-A5LE,3.9291,0.9626,14.2167,2.9537,7.9152,3.7598,2.7198,0.5076,0.0,7.457,9.8731,8.8383,8.6391,9.3532,10.8858,6.9186,7.3603,9.8216,13.117,17.4953,10.4048,12.8435,11.4196,11.3005,4.8913,11.9524,12.6613,4.9167,13.6168,14.6151,13.6488,13.5792,10.6106,10.2747,12.2462,6.4746,14.6032,7.6034,3.7821,4.3873,2.5995,5.5406,6.2107,7.727,12.2588,0.1446,0.1446,0.5076,4.7056,11.2982,8.0487,1.3682,9.5085,12.7999,14.212,No WSI Data,No WSI Data
TCGA-OR-A5LG,4.7708,2.4482,15.7942,5.8067,10.5178,4.2463,2.7644,0.3754,1.2248,8.1133,10.5883,8.2603,8.5224,8.2228,12.0115,9.1696,9.2823,10.3507,15.1927,18.4498,11.5037,11.1623,10.1876,8.703,4.69,9.4912,12.5672,5.7913,13.5031,14.4983,13.5187,13.9844,11.378,9.7348,11.9974,5.8593,14.0072,7.5425,1.9897,3.7843,1.6909,6.0265,6.406,7.9556,11.7493,0.0,0.0,0.0,6.3387,15.3738,8.4241,0.5318,10.1824,12.1439,12.9963,No WSI Data,No WSI Data
TCGA-OR-A5LH,5.6058,4.4519,15.5272,7.2803,9.1464,4.1294,5.0204,1.0224,0.3309,9.0402,9.9114,8.1064,8.2744,8.3447,13.6515,9.8081,9.9686,11.638,13.9944,16.6292,11.4507,11.6665,8.355,9.036,3.8227,9.5894,14.0987,7.0831,13.9557,14.952,13.9591,13.3342,10.4576,8.3053,12.4406,5.6286,14.3326,8.7239,3.5643,5.1307,2.2047,6.9955,8.4905,8.847,12.4897,0.6,1.1948,0.6,7.7273,13.7693,9.0861,0.0,9.8151,13.4383,13.286,No WSI Data,No WSI Data
TCGA-OR-A5LJ,6.2206,4.0062,15.7573,5.8176,7.2947,1.2201,4.1572,2.0365,2.1845,8.5407,11.8992,8.5321,9.8085,8.9362,12.9165,9.3799,9.471,10.9847,13.6174,17.7873,11.4564,10.4289,8.7258,8.0263,2.6596,9.5397,13.6605,6.8935,13.4461,14.436,13.4597,12.8082,9.4401,9.5516,12.3159,7.0319,15.1371,8.4171,2.4415,4.876,2.6596,7.0122,6.9973,9.3606,12.8855,1.2201,0.0,0.9156,6.1593,12.89,8.3618,0.9156,9.8014,12.4519,13.188,No WSI Data,No WSI Data
TCGA-OR-A5LK,6.7394,6.5009,16.3057,8.2094,9.5723,4.4727,3.3205,0.7472,2.0191,8.0328,10.611,7.8197,8.7373,7.6643,13.2094,9.6535,9.7697,11.1336,12.6244,17.3852,11.8002,11.1172,9.927,8.0724,4.5583,9.0188,13.3106,6.6275,13.6158,14.6117,13.627,13.3371,11.0057,9.6984,12.5857,5.0171,14.194,7.4403,2.1351,3.2451,1.1292,5.5588,6.9775,7.614,11.2969,0.0,0.0,0.0,7.6583,15.1114,8.2913,0.7472,10.3906,12.3016,13.5304,No WSI Data,No WSI Data
TCGA-OR-A5LL,4.8353,1.9863,15.8824,5.3148,9.8997,4.4419,3.4493,1.2222,1.1275,7.1054,10.6892,8.7808,8.3167,8.1009,12.3353,9.4455,9.5487,10.9387,14.8177,17.7241,12.0994,11.7005,10.0612,9.2499,4.8795,10.8608,12.887,5.4675,13.0998,14.0919,13.1046,13.099,11.3542,8.3732,11.2911,5.0244,13.694,7.5876,0.7995,3.4493,1.8147,5.4134,7.0581,7.9918,11.6292,0.0,0.0,0.0,6.4801,14.7187,8.7972,1.2222,10.9577,12.1876,13.7881,No WSI Data,No WSI Data
TCGA-OR-A5LM,5.2122,3.2286,14.2958,4.7423,8.8033,3.499,3.4144,0.0,0.7173,8.9738,8.9037,6.4797,6.7539,6.8047,12.944,10.2584,10.3091,10.5605,13.3313,18.0179,12.0114,10.9217,8.1354,9.03,3.8606,7.0558,12.5569,4.6711,12.8612,13.8601,12.8851,12.7174,10.0819,9.7302,13.377,5.7842,14.3459,7.4074,1.8386,3.499,2.0775,5.7842,6.3604,7.926,12.08,0.0,0.7173,0.0,5.4434,13.6703,8.381,0.7173,9.2428,12.6059,12.845,1567.0,TCGA-OR-A5LM.pt
TCGA-OR-A5LN,6.1904,5.3954,16.1387,8.2764,10.1429,4.6953,2.9965,0.8426,1.1822,9.9402,12.3264,8.9634,9.8602,8.5153,12.5551,9.2483,9.3342,11.2393,12.5052,16.4927,12.101,13.017,10.3721,9.4695,5.598,7.958,13.8219,6.7937,13.3536,14.3481,13.3655,12.622,9.9393,9.6886,12.6486,4.9461,14.1111,7.9469,1.6147,3.7585,1.6147,5.4488,7.3942,7.8169,11.4721,0.0,0.0,0.0,7.6274,14.1508,9.184,1.538,9.8926,14.0219,13.6922,No WSI Data,No WSI Data
TCGA-OR-A5LO,4.2865,2.1505,15.3037,4.2332,7.0742,1.7774,2.3354,0.0,0.3824,9.1135,9.7579,7.5904,8.3224,7.9261,13.532,10.8167,10.9001,13.2469,14.4532,16.9647,11.5867,10.214,8.2398,8.2007,2.7799,9.9201,13.8468,5.8894,12.5384,13.5292,12.5304,12.8594,8.349,9.0063,11.7681,5.5618,14.4884,7.2703,1.7342,3.3937,1.7774,5.6804,6.2084,7.3734,11.4954,2.1505,1.6437,1.8194,6.3149,13.1033,7.8834,1.0084,8.8528,11.8397,13.0521,2000.0,TCGA-OR-A5LO.pt
TCGA-OR-A5LP,6.6481,4.6244,16.6994,6.7431,10.5225,5.5353,3.0981,0.5733,0.3149,10.4927,12.1147,8.6005,9.573,8.1596,12.597,9.4621,9.4736,10.2906,14.3698,17.4936,11.3713,12.1941,9.085,9.2345,4.4582,10.1653,12.8524,6.4039,11.9254,12.9181,11.9415,11.8628,9.4556,9.2822,11.9422,4.4582,12.8907,7.7577,1.1504,3.3258,2.0606,4.7075,7.6757,8.2258,11.6029,0.0,0.0,0.0,5.7467,14.6256,7.9436,0.9825,9.546,12.8156,13.5472,No WSI Data,No WSI Data
TCGA-OR-A5LR,4.7505,3.7388,15.6666,5.842,9.3981,3.4711,3.9964,0.2314,1.149,8.6465,10.7527,9.347,8.2155,8.7545,11.8655,9.9032,10.1117,10.0925,13.1495,18.1774,12.1105,11.5491,8.807,9.2796,4.8321,8.6939,12.2618,6.2241,12.9953,13.9819,12.9906,13.0303,10.8592,10.3385,12.1782,5.9103,13.5459,7.9723,2.1632,3.4935,1.149,5.5629,7.2885,7.9236,11.5463,0.0,0.2314,0.0,6.1763,13.3342,9.4865,1.6264,11.249,13.848,14.4245,No WSI Data,No WSI Data
TCGA-OR-A5LS,4.4101,3.5596,14.0854,6.0533,6.5434,2.3742,3.1584,0.2872,0.0,9.8045,11.3367,7.7278,9.6757,8.2228,13.3756,10.3911,10.5295,13.2669,14.4331,17.8156,12.1771,11.4399,10.098,9.057,4.9723,7.6556,14.2463,6.3191,13.1807,14.1729,13.1857,12.9519,8.4596,9.3057,11.7887,5.5004,14.2322,8.1862,3.1224,4.094,1.7751,5.7152,7.7427,8.5497,12.2599,0.0,0.5265,0.2872,7.0008,13.6903,8.0927,0.7318,9.5152,12.4953,13.0747,1044.0,TCGA-OR-A5LS.pt
TCGA-OR-A5LT,3.1999,2.3269,16.5612,3.1999,11.9097,6.9807,3.0732,0.0,0.0,9.3383,11.3126,8.0668,8.9284,8.3166,10.9611,8.0768,8.3089,10.1865,12.742,17.7729,9.5823,11.2196,10.0441,7.8855,4.0933,6.0588,12.6854,6.0113,12.5676,13.5653,12.5818,12.0021,11.4231,9.3216,12.7016,5.314,14.1281,6.9666,0.3885,2.9914,1.0576,4.769,6.2379,7.983,11.2142,0.0,0.0,0.0,3.7061,13.665,7.485,1.0576,9.5788,11.6571,12.78,No WSI Data,No WSI Data
TCGA-OU-A5PI,5.2418,2.7989,16.1312,5.0663,9.1608,3.3261,3.3519,0.0,1.059,9.805,12.9953,8.8325,10.9998,8.7772,13.0826,10.5844,10.6336,10.7826,14.4662,17.6873,11.2296,11.116,11.1003,9.7543,4.9781,10.97,13.524,6.1326,13.0989,14.0869,13.1077,13.0201,9.8324,9.5086,12.2933,6.1214,14.4923,7.1881,0.6246,3.2732,2.1476,5.6983,6.2296,7.7457,12.0417,1.9595,0.9282,0.7844,5.4227,14.0323,7.826,1.2896,9.9429,11.9711,13.2489,24.0,TCGA-OU-A5PI.pt
TCGA-P6-A5OF,5.6679,2.5115,15.9429,5.3058,8.8079,2.8304,2.9227,0.9563,0.9563,8.9283,11.7201,8.2975,9.7188,8.2268,12.5199,9.1606,9.3272,10.4898,14.2884,17.8841,11.156,11.7387,9.2952,8.9518,4.5588,9.5252,12.6132,5.8317,13.6914,14.6968,13.7054,14.2505,10.3631,9.8399,12.7596,6.27,14.5852,8.4814,2.8304,4.8915,2.2514,6.7001,7.1693,9.1922,12.8131,0.9563,0.9563,1.5265,7.0309,12.942,9.2962,0.9563,9.9079,13.4593,13.5511,No WSI Data,No WSI Data
TCGA-P6-A5OG,9.0669,5.9994,18.779,8.8295,10.6821,1.2091,7.8389,1.5695,1.2091,7.7295,11.3299,7.9917,10.4891,8.9664,13.7014,10.2047,10.1886,9.4878,13.6225,15.7244,13.8183,11.7841,9.6385,9.4491,4.9924,14.362,12.9284,6.2122,12.6799,13.6926,12.6738,12.6952,8.5068,9.2721,10.5453,4.678,13.2025,10.6664,6.0925,7.2057,4.2998,8.7991,10.073,10.1475,14.5399,0.0,0.0,0.0,13.4011,12.7487,8.4183,1.4005,9.7041,11.6154,13.398,31.0,TCGA-P6-A5OG.pt
TCGA-PA-A5YG,6.6749,6.0123,16.2233,8.9601,10.3479,4.4532,2.7046,1.3249,1.4181,11.372,12.213,9.3485,10.1705,9.7651,12.9526,10.1124,10.1432,11.0635,14.6477,17.1171,12.1808,12.4933,10.5512,9.1744,4.5387,11.258,13.8004,7.3268,12.2588,13.2617,12.2701,12.0555,9.5167,9.4214,12.0436,4.7052,13.4191,8.0356,2.0037,3.507,2.1738,5.6195,7.6048,8.0897,12.2726,0.2231,0.2231,0.0,6.8251,15.5906,8.179,1.5057,10.2705,13.2766,14.0536,15.0,TCGA-PA-A5YG.pt
TCGA-PK-A5H8,6.2558,3.5221,15.3635,5.1277,10.2356,4.086,3.8565,0.0,1.321,8.6223,9.2212,8.0752,7.7297,8.5395,14.2693,10.9881,11.0301,10.6993,12.1664,15.4216,12.3296,11.9995,9.4537,9.5278,5.4414,6.9642,12.9074,6.3471,13.5113,14.5063,13.5079,13.1595,12.1427,9.7466,14.0849,6.466,14.8426,7.356,2.4581,4.3908,2.3206,5.7928,6.433,8.6131,12.1609,0.5844,0.0,0.5844,6.2368,12.9014,10.7369,1.9988,10.4346,13.5808,13.6419,1681.0,TCGA-PK-A5H8.pt
TCGA-PK-A5H9,4.7728,4.5692,15.9224,6.0361,9.5182,5.5954,4.2581,6.6871,6.7209,7.8819,11.6176,12.0145,9.1945,11.1931,12.6338,9.2312,9.3164,9.9853,14.1714,17.6335,12.825,10.914,9.3798,7.9481,3.06,9.6569,14.5707,6.713,14.4609,15.4598,14.4832,13.8094,12.1377,9.5927,13.1525,5.4077,14.8464,8.0235,2.1077,3.56,2.1551,5.5023,6.9464,8.3216,11.8256,0.0,0.0,0.0,6.5001,14.2551,8.9055,1.5215,9.8503,13.7532,13.9457,No WSI Data,No WSI Data
TCGA-PK-A5HA,6.9752,5.8084,17.3274,7.9443,6.4789,0.9006,3.6422,0.7226,1.5609,8.8596,12.2488,9.3463,10.1717,9.5181,13.7053,10.7948,10.8206,12.0744,14.2874,16.84,13.2649,12.3567,10.0756,9.0905,5.1391,8.9828,14.2079,6.6783,14.0116,14.9964,14.0099,13.8001,7.6308,11.3254,13.0547,5.4203,14.5313,8.263,2.5279,3.8076,2.2277,6.0159,7.8184,8.2942,12.0608,0.0,0.0,0.5194,6.6599,13.8332,9.0807,1.059,9.8591,13.1827,13.7134,28.0,TCGA-PK-A5HA.pt
TCGA-PK-A5HB,5.2319,3.3548,15.9688,3.6185,6.6211,3.1478,4.3324,0.7517,0.4243,6.8606,11.4492,9.9135,9.3852,10.018,11.6608,9.5403,9.8593,11.2478,12.6666,16.4764,13.1063,11.11,7.1343,9.0926,4.0932,8.5429,13.1536,6.4735,13.9247,14.9223,13.947,14.1848,9.2954,11.2181,12.2377,5.9104,14.6349,8.3432,2.1436,4.3077,2.3512,5.9667,7.2195,7.7711,11.9078,0.4243,0.0,0.0,4.5585,13.0,8.27,2.1436,10.642,13.1316,14.7024,No WSI Data,No WSI Data
